,Date,Avg Sentiment Score,Gtrends Buy,Gtrends Sell,BTC close price,BTC Returns,S&P close price
42,2016-12-08,0.06941697604985247,200,30,766.75,2.8500000000000227,2246.189941
43,2016-12-09,0.08545647736637127,146,51,770.41,3.659999999999968,2259.530029
44,2016-12-10,0.10158293453097346,172,28,773.21,2.800000000000068,
45,2016-12-11,0.08450692545079905,200,42,768.62,-4.590000000000032,
46,2016-12-12,0.085698530884578,166,27,777.91,9.289999999999964,2256.959961
47,2016-12-13,0.0797485498121059,200,38,775.25,-2.659999999999968,2271.719971
48,2016-12-14,0.08010637534979578,176,34,776.64,1.3899999999999864,2253.280029
49,2016-12-15,0.09044222815163085,191,32,775.48,-1.1599999999999682,2262.030029
50,2016-12-16,0.09462492792805328,181,21,780.85,5.3700000000000045,2258.070068
51,2016-12-17,0.09342461595206537,188,14,788.58,7.730000000000018,
52,2016-12-18,0.07030807300849065,200,24,788.59,0.009999999999990905,
53,2016-12-19,0.08003418546168771,196,23,790.16,1.5699999999999363,2262.530029
54,2016-12-20,0.08985056701030056,154,30,798.78,8.620000000000005,2270.76001
55,2016-12-21,0.077480727319254,200,36,833.1,34.32000000000005,2265.179932
56,2016-12-22,0.10603098177348723,155,25,858.74,25.639999999999986,2260.959961
57,2016-12-23,0.09389253939533676,196,38,916.79,58.049999999999955,2263.790039
58,2016-12-24,0.10614855583639676,200,49,894.2,-22.589999999999918,
59,2016-12-25,0.07351216224825542,192,23,894.48,0.2799999999999727,
60,2016-12-26,0.09319569272770378,200,23,902.55,8.069999999999936,
61,2016-12-27,0.1011063652997486,198,40,931.11,28.56000000000006,2268.8798829999996
62,2016-12-28,0.09239387684281977,182,16,978.01,46.89999999999998,2249.919922
63,2016-12-29,0.09383547911164741,200,33,969.62,-8.389999999999986,2249.26001
64,2016-12-30,0.09552818151044866,192,20,960.47,-9.149999999999977,2238.830078
65,2016-12-31,0.11220422788553319,177,27,968.23,7.759999999999991,
66,2017-01-01,0.11754831492046819,187,32,997.69,29.460000000000036,
67,2017-01-02,0.09388018303551933,200,58,1018.05,20.3599999999999,
68,2017-01-03,0.11080108628596379,190,37,1030.82,12.769999999999982,2257.830078
69,2017-01-04,0.08373369129547667,199,38,1129.87,99.04999999999995,2270.75
70,2017-01-05,0.0929931501973363,197,44,1005.81,-124.05999999999995,2269.0
71,2017-01-06,0.06984946859539629,200,27,895.67,-110.13999999999999,2276.97998
72,2017-01-07,0.08849396904325459,161,34,905.17,9.5,
73,2017-01-08,0.09173692906472762,182,39,913.52,8.350000000000023,
74,2017-01-09,0.040534627636482135,195,32,899.35,-14.169999999999959,2268.899902
75,2017-01-10,0.0735600836359574,172,20,904.79,5.439999999999941,2268.899902
76,2017-01-11,0.07106329285218277,179,44,775.98,-128.80999999999995,2275.320068
77,2017-01-12,0.05978040983439176,200,25,802.83,26.850000000000023,2270.439941
78,2017-01-13,0.06495355609584448,193,18,826.12,23.289999999999964,2274.639893
79,2017-01-14,0.07110574014617675,182,14,818.64,-7.480000000000018,
80,2017-01-15,0.07647112820746955,197,45,822.42,3.7799999999999727,
81,2017-01-16,0.07489612500100638,186,42,830.26,7.840000000000032,
82,2017-01-17,0.08477258798107984,196,27,904.45,74.19000000000005,2267.889893
83,2017-01-18,0.07150695790767803,197,23,884.25,-20.200000000000045,2271.889893
84,2017-01-19,0.06464903442001012,171,46,898.02,13.769999999999982,2263.689941
85,2017-01-20,0.08262070039117936,200,27,891.62,-6.399999999999977,2271.310059
86,2017-01-21,0.1252985106372963,183,20,920.01,28.389999999999986,
87,2017-01-22,0.11498825118546901,181,36,925.33,5.32000000000005,
88,2017-01-23,0.08614620092427198,176,26,912.69,-12.639999999999986,2265.199951
89,2017-01-24,0.0828339264608948,200,13,885.65,-27.040000000000077,2280.070068
90,2017-01-25,0.0826367541423606,155,27,894.11,8.460000000000036,2298.3701170000004
91,2017-01-26,0.08165307207819227,192,28,915.1,20.99000000000001,2296.679932
92,2017-01-27,0.08752810231507387,166,17,918.56,3.4599999999999227,2294.689941
93,2017-01-28,0.09909967412846911,200,25,920.28,1.7200000000000273,
94,2017-01-29,0.10068157635641527,184,30,914.04,-6.240000000000009,
95,2017-01-30,0.07532452915823996,182,21,920.24,6.2000000000000455,2280.899902
96,2017-01-31,0.07169857259213287,172,13,967.67,47.42999999999995,2278.8701170000004
97,2017-02-01,0.09282095213081018,200,32,987.35,19.680000000000064,2279.550049
98,2017-02-02,0.09280110609109733,195,42,1007.79,20.43999999999994,2280.850098
99,2017-02-03,0.09913065027444418,193,40,1018.11,10.32000000000005,2297.419922
100,2017-02-04,0.09319318575556342,200,20,1033.65,15.540000000000077,
101,2017-02-05,0.12180858783334471,198,20,1013.99,-19.660000000000082,
102,2017-02-06,0.0958857946196104,196,46,1024.61,10.61999999999989,2292.560059
103,2017-02-07,0.08608800201131289,200,28,1052.54,27.930000000000064,2293.080078
104,2017-02-08,0.07011862395277875,196,27,1054.34,1.7999999999999545,2294.669922
105,2017-02-09,0.04860134967652567,149,24,988.95,-65.38999999999987,2307.8701170000004
106,2017-02-10,0.06465669002691328,200,26,993.08,4.1299999999999955,2316.100098
107,2017-02-11,0.08125502398847165,193,47,1010.0,16.91999999999996,
108,2017-02-12,0.08842981184203488,188,21,999.51,-10.490000000000009,
109,2017-02-13,0.07367484509938287,197,23,996.86,-2.6499999999999773,2328.25
110,2017-02-14,0.08258400393147701,181,27,1009.25,12.389999999999986,2337.580078
111,2017-02-15,0.06637145368701455,197,26,1009.12,-0.12999999999999545,2349.25
112,2017-02-16,0.07344621639628325,191,31,1034.08,24.959999999999923,2347.219971
113,2017-02-17,0.0756129903074496,195,22,1053.12,19.039999999999964,2351.159912
114,2017-02-18,0.09510718662075435,200,28,1058.41,5.290000000000191,
115,2017-02-19,0.0918764518293176,135,18,1052.82,-5.5900000000001455,
116,2017-02-20,0.10114131624967965,168,43,1083.24,30.420000000000073,
117,2017-02-21,0.09764806739470794,195,21,1123.66,40.42000000000007,2365.3798829999996
118,2017-02-22,0.08020827398403312,100,22,1122.19,-1.4700000000000273,2362.820068
