date,bitcoin,BTC,bitcoinyear,BTCyear,adj,gtrends
2016-07-23,55,27,,,0.05172413793103448,2.8448275862068964
2016-07-24,55,24,3.0,1.0,0.05454545454545454,3.0
2016-07-25,57,25,,,0.05454545454545454,3.109090909090909
2016-07-26,64,27,,,0.05454545454545454,3.4909090909090907
2016-07-27,64,25,,,0.05454545454545454,3.4909090909090907
2016-07-28,61,27,,,0.05454545454545454,3.327272727272727
2016-07-29,63,26,,,0.05454545454545454,3.436363636363636
2016-07-30,57,26,,,0.05454545454545454,3.109090909090909
2016-07-31,58,26,3.0,2.0,0.05172413793103448,3.0
2016-07-31,41,20,3.0,2.0,0.07317073170731707,3.0
2016-08-01,49,27,,,0.07317073170731707,3.585365853658536
2016-08-02,61,31,,,0.07317073170731707,4.463414634146341
2016-08-03,100,36,,,0.07317073170731707,7.317073170731707
2016-08-04,68,35,,,0.07317073170731707,4.975609756097561
2016-08-05,57,30,,,0.07317073170731707,4.170731707317073
2016-08-06,48,36,,,0.07317073170731707,3.512195121951219
2016-08-07,51,32,3.0,3.0,0.058823529411764705,3.0
2016-08-08,52,56,,,0.058823529411764705,3.0588235294117645
2016-08-09,47,63,,,0.058823529411764705,2.764705882352941
2016-08-10,45,50,,,0.058823529411764705,2.6470588235294117
2016-08-11,43,48,,,0.058823529411764705,2.5294117647058822
2016-08-12,42,38,,,0.058823529411764705,2.4705882352941178
2016-08-13,43,39,,,0.058823529411764705,2.5294117647058822
2016-08-14,41,37,2.0,2.0,0.04878048780487805,2.0
2016-08-15,46,34,,,0.04878048780487805,2.2439024390243905
2016-08-16,45,32,,,0.04878048780487805,2.1951219512195124
2016-08-17,44,38,,,0.04878048780487805,2.1463414634146343
2016-08-18,46,39,,,0.04878048780487805,2.2439024390243905
2016-08-19,42,40,,,0.04878048780487805,2.048780487804878
2016-08-20,41,43,,,0.04878048780487805,2.0
2016-08-21,39,43,2.0,2.0,0.05128205128205128,2.0
2016-08-22,45,46,,,0.05128205128205128,2.3076923076923075
2016-08-23,46,48,,,0.05128205128205128,2.358974358974359
2016-08-24,41,42,,,0.05128205128205128,2.1025641025641026
2016-08-25,46,39,,,0.05128205128205128,2.358974358974359
2016-08-26,44,41,,,0.05128205128205128,2.2564102564102564
2016-08-27,46,43,,,0.05128205128205128,2.358974358974359
2016-08-28,45,37,2.0,2.0,0.044444444444444446,2.0
2016-08-29,43,32,,,0.044444444444444446,1.9111111111111112
2016-08-30,43,35,,,0.044444444444444446,1.9111111111111112
